序号,时间戳,帧类型,帧格式,状态,数据长度, 数据(D0 - D7),ID,
3458,23:04:21.9994785,标准帧,数据帧,接收,6,93 51 66 DC BF 0F,35,
3459,23:04:21.9994785,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3460,23:04:21.9994785,标准帧,数据帧,接收,6,93 A4 6B 53 BB 10,35,
3461,23:04:21.9994785,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3462,23:04:21.9994785,标准帧,数据帧,接收,6,93 A8 1D 96 C0 11,35,
3463,23:04:22.0681658,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3464,23:04:22.0681658,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3465,23:04:22.0681658,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3466,23:04:22.0681658,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
3467,23:04:22.0681658,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3468,23:04:22.0681658,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3469,23:04:22.0681658,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3470,23:04:22.0681658,标准帧,数据帧,接收,6,93 68 DA 13 42 0E,35,
3471,23:04:22.0681658,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3472,23:04:22.0681658,标准帧,数据帧,接收,6,93 51 66 DC BF 0F,35,
3473,23:04:22.0681658,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3474,23:04:22.0681658,标准帧,数据帧,接收,6,93 22 51 1A BC 10,35,
3475,23:04:22.0681658,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3476,23:04:22.0681658,标准帧,数据帧,接收,6,93 83 36 B3 C0 11,35,
3477,23:04:22.1160872,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3478,23:04:22.1160872,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3479,23:04:22.1160872,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3480,23:04:22.1160872,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
3481,23:04:22.1160872,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3482,23:04:22.1160872,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3483,23:04:22.1160872,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3484,23:04:22.1160872,标准帧,数据帧,接收,6,93 DA EA 13 42 0E,35,
3485,23:04:22.1160872,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3486,23:04:22.1220968,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3487,23:04:22.1220968,标准帧,数据帧,接收,6,93 BB 65 DC BF 0F,35,
3488,23:04:22.1220968,标准帧,数据帧,接收,6,93 25 43 18 3C 10,35,
3489,23:04:22.1220968,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3490,23:04:22.1220968,标准帧,数据帧,接收,6,93 0F FD A3 C0 11,35,
3491,23:04:22.1941146,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3492,23:04:22.1941146,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3493,23:04:22.1941146,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3494,23:04:22.1941146,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
3495,23:04:22.1941146,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3496,23:04:22.1980955,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3497,23:04:22.1980955,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3498,23:04:22.1980955,标准帧,数据帧,接收,6,93 97 FF 13 42 0E,35,
3499,23:04:22.1980955,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3500,23:04:22.1980955,标准帧,数据帧,接收,6,93 AE 68 DC BF 0F,35,
3501,23:04:22.1980955,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3502,23:04:22.1980955,标准帧,数据帧,接收,6,93 BF 6A CF BB 10,35,
3503,23:04:22.1980955,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3504,23:04:22.1980955,标准帧,数据帧,接收,6,93 BB 57 B7 C0 11,35,
3505,23:04:22.2551150,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3506,23:04:22.2551150,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3507,23:04:22.2551150,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3508,23:04:22.2551150,标准帧,数据帧,接收,6,93 72 B1 37 42 07,35,
3509,23:04:22.2551150,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3510,23:04:22.2551150,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3511,23:04:22.2551150,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3512,23:04:22.2551150,标准帧,数据帧,接收,6,93 A5 0F 14 42 0E,35,
3513,23:04:22.2551150,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3514,23:04:22.2551150,标准帧,数据帧,接收,6,93 E9 66 DC BF 0F,35,
3515,23:04:22.2589903,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3516,23:04:22.2589903,标准帧,数据帧,接收,6,93 66 73 44 3C 10,35,
3517,23:04:22.2589903,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3518,23:04:22.2589903,标准帧,数据帧,接收,6,93 23 BF AA C0 11,35,
3519,23:04:22.3054092,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3520,23:04:22.3054092,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3521,23:04:22.3054092,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3522,23:04:22.3054092,标准帧,数据帧,接收,6,93 25 97 37 42 07,35,
3523,23:04:22.3054092,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3524,23:04:22.3054092,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3525,23:04:22.3054092,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3526,23:04:22.3054092,标准帧,数据帧,接收,6,93 C6 1C 14 42 0E,35,
3527,23:04:22.3054092,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3528,23:04:22.3054092,标准帧,数据帧,接收,6,93 E9 66 DC BF 0F,35,
3529,23:04:22.3054092,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3530,23:04:22.3054092,标准帧,数据帧,接收,6,93 0B F1 44 3B 10,35,
3531,23:04:22.3054092,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3532,23:04:22.3054092,标准帧,数据帧,接收,6,93 6B 0C 86 C0 11,35,
3533,23:04:22.3668826,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3534,23:04:22.3668826,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3535,23:04:22.3668826,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3536,23:04:22.3668826,标准帧,数据帧,接收,6,93 4C A4 37 42 07,35,
3537,23:04:22.3668826,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3538,23:04:22.3668826,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3539,23:04:22.3668826,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3540,23:04:22.3749699,标准帧,数据帧,接收,6,93 4D 2D 14 42 0E,35,
3541,23:04:22.3749699,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3542,23:04:22.3749699,标准帧,数据帧,接收,6,93 E9 66 DC BF 0F,35,
3543,23:04:22.3749699,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3544,23:04:22.3749699,标准帧,数据帧,接收,6,93 E0 BE 56 3B 10,35,
3545,23:04:22.3749699,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3546,23:04:22.3749699,标准帧,数据帧,接收,6,93 2A 21 9C C0 11,35,
3547,23:04:22.4438851,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3548,23:04:22.4438851,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3549,23:04:22.4438851,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3550,23:04:22.4438851,标准帧,数据帧,接收,6,93 92 90 37 42 07,35,
3551,23:04:22.4438851,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3552,23:04:22.4438851,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3553,23:04:22.4438851,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3554,23:04:22.4438851,标准帧,数据帧,接收,6,93 9E 41 14 42 0E,35,
3555,23:04:22.4438851,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3556,23:04:22.4438851,标准帧,数据帧,接收,6,93 51 66 DC BF 0F,35,
3557,23:04:22.4498885,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3558,23:04:22.4498885,标准帧,数据帧,接收,6,93 19 66 8D 39 10,35,
3559,23:04:22.4498885,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3560,23:04:22.4498885,标准帧,数据帧,接收,6,93 A9 B7 A9 C0 11,35,
3561,23:04:22.5060631,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3562,23:04:22.5060631,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3563,23:04:22.5060631,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3564,23:04:22.5060631,标准帧,数据帧,接收,6,93 02 A1 37 42 07,35,
3565,23:04:22.5060631,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3566,23:04:22.5060631,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3567,23:04:22.5060631,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3568,23:04:22.5060631,标准帧,数据帧,接收,6,93 9F 51 14 42 0E,35,
3569,23:04:22.5060631,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3570,23:04:22.5060631,标准帧,数据帧,接收,6,93 7F 67 DC BF 0F,35,
3571,23:04:22.5060631,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3572,23:04:22.5060631,标准帧,数据帧,接收,6,93 23 A9 DE BA 10,35,
3573,23:04:22.5060631,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3574,23:04:22.5060631,标准帧,数据帧,接收,6,93 71 6F AB C0 11,35,
3575,23:04:22.5785650,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3576,23:04:22.5785650,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3577,23:04:22.5785650,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3578,23:04:22.5785650,标准帧,数据帧,接收,6,93 3A A9 37 42 07,35,
3579,23:04:22.5785650,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3580,23:04:22.5785650,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3581,23:04:22.5785650,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3582,23:04:22.5785650,标准帧,数据帧,接收,6,93 A3 61 14 42 0E,35,
3583,23:04:22.5785650,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3584,23:04:22.5785650,标准帧,数据帧,接收,6,93 E9 66 DC BF 0F,35,
3585,23:04:22.5785650,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3586,23:04:22.5785650,标准帧,数据帧,接收,6,93 FA CC 06 BA 10,35,
3587,23:04:22.5785650,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3588,23:04:22.5785650,标准帧,数据帧,接收,6,93 6D 26 86 C0 11,35,
3589,23:04:22.6305799,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3590,23:04:22.6305799,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3591,23:04:22.6305799,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3592,23:04:22.6305799,标准帧,数据帧,接收,6,93 56 AD 37 42 07,35,
3593,23:04:22.6366445,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3594,23:04:22.6366445,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3595,23:04:22.6366445,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3596,23:04:22.6366445,标准帧,数据帧,接收,6,93 3D 71 14 42 0E,35,
3597,23:04:22.6366445,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3598,23:04:22.6366445,标准帧,数据帧,接收,6,93 7F 67 DC BF 0F,35,
3599,23:04:22.6366445,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3600,23:04:22.6366445,标准帧,数据帧,接收,6,93 2A 90 CE 37 10,35,
3601,23:04:22.6366445,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3602,23:04:22.6366445,标准帧,数据帧,接收,6,93 B4 E3 AD C0 11,35,
3603,23:04:22.6918769,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3604,23:04:22.6918769,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3605,23:04:22.6918769,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3606,23:04:22.6918769,标准帧,数据帧,接收,6,93 56 AD 37 42 07,35,
3607,23:04:22.6918769,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3608,23:04:22.6918769,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3609,23:04:22.6918769,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3610,23:04:22.6918769,标准帧,数据帧,接收,6,93 6E 80 14 42 0E,35,
3611,23:04:22.6918769,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3612,23:04:22.6918769,标准帧,数据帧,接收,6,93 7F 67 DC BF 0F,35,
3613,23:04:22.6958802,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3614,23:04:22.6958802,标准帧,数据帧,接收,6,93 04 4B C6 BB 10,35,
3615,23:04:22.6958802,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3616,23:04:22.6958802,标准帧,数据帧,接收,6,93 3D BB AF C0 11,35,
3617,23:04:22.7551942,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3618,23:04:22.7551942,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3619,23:04:22.7551942,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3620,23:04:22.7551942,标准帧,数据帧,接收,6,93 64 AF 37 42 07,35,
3621,23:04:22.7551942,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3622,23:04:22.7551942,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3623,23:04:22.7551942,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3624,23:04:22.7551942,标准帧,数据帧,接收,6,93 42 90 14 42 0E,35,
3625,23:04:22.7551942,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3626,23:04:22.7551942,标准帧,数据帧,接收,6,93 7F 67 DC BF 0F,35,
3627,23:04:22.7591921,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3628,23:04:22.7591921,标准帧,数据帧,接收,6,93 FA 0A 7F 3B 10,35,
3629,23:04:22.7591921,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3630,23:04:22.7591921,标准帧,数据帧,接收,6,93 6B 81 A2 C0 11,35,
3631,23:04:22.8175250,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3632,23:04:22.8175250,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3633,23:04:22.8175250,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3634,23:04:22.8175250,标准帧,数据帧,接收,6,93 6B B0 37 42 07,35,
3635,23:04:22.8175250,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3636,23:04:22.8175250,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3637,23:04:22.8175250,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3638,23:04:22.8175250,标准帧,数据帧,接收,6,93 28 A0 14 42 0E,35,
3639,23:04:22.8175250,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3640,23:04:22.8175250,标准帧,数据帧,接收,6,93 51 66 DC BF 0F,35,
3641,23:04:22.8175250,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3642,23:04:22.8175250,标准帧,数据帧,接收,6,93 B4 D5 23 3C 10,35,
3643,23:04:22.8175250,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3644,23:04:22.8175250,标准帧,数据帧,接收,6,93 FC 24 A5 C0 11,35,
3645,23:04:22.8784056,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3646,23:04:22.8784056,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3647,23:04:22.8784056,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3648,23:04:22.8784056,标准帧,数据帧,接收,6,93 EE B0 37 42 07,35,
3649,23:04:22.8784056,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3650,23:04:22.8784056,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3651,23:04:22.8784056,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3652,23:04:22.8784056,标准帧,数据帧,接收,6,93 14 B0 14 42 0E,35,
3653,23:04:22.8784056,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3654,23:04:22.8784056,标准帧,数据帧,接收,6,93 7F 67 DC BF 0F,35,
3655,23:04:22.8784056,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3656,23:04:22.8784056,标准帧,数据帧,接收,6,93 E1 13 06 BC 10,35,
3657,23:04:22.8784056,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3658,23:04:22.8784056,标准帧,数据帧,接收,6,93 87 6B 94 C0 11,35,
3659,23:04:22.9404069,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3660,23:04:22.9404069,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3661,23:04:22.9404069,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3662,23:04:22.9404069,标准帧,数据帧,接收,6,93 30 B1 37 42 07,35,
3663,23:04:22.9404069,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3664,23:04:22.9404069,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3665,23:04:22.9404069,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3666,23:04:22.9404069,标准帧,数据帧,接收,6,93 27 C0 14 42 0E,35,
3667,23:04:22.9404069,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3668,23:04:22.9404069,标准帧,数据帧,接收,6,93 51 66 DC BF 0F,35,
3669,23:04:22.9404069,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3670,23:04:22.9404069,标准帧,数据帧,接收,6,93 7B 8D 89 BA 10,35,
3671,23:04:22.9404069,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3672,23:04:22.9404069,标准帧,数据帧,接收,6,93 E6 A5 BF C0 11,35,
3673,23:04:23.0031636,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3674,23:04:23.0031636,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3675,23:04:23.0031636,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3676,23:04:23.0031636,标准帧,数据帧,接收,6,93 51 B1 37 42 07,35,
3677,23:04:23.0031636,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3678,23:04:23.0031636,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3679,23:04:23.0031636,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3680,23:04:23.0031636,标准帧,数据帧,接收,6,93 12 D0 14 42 0E,35,
3681,23:04:23.0091500,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3682,23:04:23.0091500,标准帧,数据帧,接收,6,93 16 68 DC BF 0F,35,
3683,23:04:23.0091500,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3684,23:04:23.0091500,标准帧,数据帧,接收,6,93 34 EB 44 BC 10,35,
3685,23:04:23.0091500,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3686,23:04:23.0091500,标准帧,数据帧,接收,6,93 B6 7E B7 C0 11,35,
3687,23:04:23.0781488,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3688,23:04:23.0781488,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3689,23:04:23.0781488,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3690,23:04:23.0781488,标准帧,数据帧,接收,6,93 51 B1 37 42 07,35,
3691,23:04:23.0781488,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3692,23:04:23.0781488,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3693,23:04:23.0781488,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3694,23:04:23.0781488,标准帧,数据帧,接收,6,93 47 DF 14 42 0E,35,
3695,23:04:23.0781488,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3696,23:04:23.0781488,标准帧,数据帧,接收,6,93 51 66 DC BF 0F,35,
3697,23:04:23.0781488,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3698,23:04:23.0781488,标准帧,数据帧,接收,6,93 32 84 3A 3B 10,35,
3699,23:04:23.0781488,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3700,23:04:23.0781488,标准帧,数据帧,接收,6,93 39 05 B9 C0 11,35,
3701,23:04:23.1271221,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3702,23:04:23.1271221,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3703,23:04:23.1271221,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3704,23:04:23.1271221,标准帧,数据帧,接收,6,93 62 B1 37 42 07,35,
3705,23:04:23.1271221,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3706,23:04:23.1271221,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3707,23:04:23.1271221,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3708,23:04:23.1330431,标准帧,数据帧,接收,6,93 8A EE 14 42 0E,35,
3709,23:04:23.1330431,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3710,23:04:23.1330431,标准帧,数据帧,接收,6,93 51 66 DC BF 0F,35,
3711,23:04:23.1330431,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3712,23:04:23.1330431,标准帧,数据帧,接收,6,93 B0 0E DF 3B 10,35,
3713,23:04:23.1330431,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3714,23:04:23.1330431,标准帧,数据帧,接收,6,93 A3 10 8C C0 11,35,
3715,23:04:23.1911619,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3716,23:04:23.1911619,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3717,23:04:23.1911619,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3718,23:04:23.1911619,标准帧,数据帧,接收,6,93 6A B1 37 42 07,35,
3719,23:04:23.1911619,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3720,23:04:23.1911619,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3721,23:04:23.1911619,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3722,23:04:23.1911619,标准帧,数据帧,接收,6,93 A3 FD 14 42 0E,35,
3723,23:04:23.1911619,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3724,23:04:23.1911619,标准帧,数据帧,接收,6,93 16 68 DC BF 0F,35,
3725,23:04:23.1911619,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3726,23:04:23.1911619,标准帧,数据帧,接收,6,93 EA DD 8C 3A 10,35,
3727,23:04:23.1911619,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3728,23:04:23.1911619,标准帧,数据帧,接收,6,93 3A CA A5 C0 11,35,
3729,23:04:23.2531627,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3730,23:04:23.2531627,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3731,23:04:23.2531627,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
3732,23:04:23.2531627,标准帧,数据帧,接收,6,93 6E B1 37 42 07,35,
3733,23:04:23.2531627,标准帧,数据帧,接收,8,80 00 00 00 00 00 0D EC,3,
3734,23:04:23.2531627,标准帧,数据帧,接收,6,93 51 8F CD 41 0D,35,
3735,23:04:23.2531627,标准帧,数据帧,接收,8,80 00 00 00 00 00 0E EC,3,
3736,23:04:23.2531627,标准帧,数据帧,接收,6,93 DA 0C 15 42 0E,35,
3737,23:04:23.2531627,标准帧,数据帧,接收,8,80 00 00 00 00 00 0F EC,3,
3738,23:04:23.2531627,标准帧,数据帧,接收,6,93 AE 68 DC BF 0F,35,
3739,23:04:23.2531627,标准帧,数据帧,接收,8,80 00 00 00 00 00 10 EC,3,
3740,23:04:23.2531627,标准帧,数据帧,接收,6,93 74 78 9D BA 10,35,
3741,23:04:23.2531627,标准帧,数据帧,接收,8,80 00 00 00 00 00 11 EC,3,
3742,23:04:23.2531627,标准帧,数据帧,接收,6,93 3E 15 A6 C0 11,35,
3743,23:04:23.3141269,标准帧,数据帧,接收,8,80 00 00 00 00 00 01 EC,3,
3744,23:04:23.3141269,标准帧,数据帧,接收,6,93 00 00 00 00 01,35,
3745,23:04:23.3141269,标准帧,数据帧,接收,8,80 00 00 00 00 00 07 EC,3,
